publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2017036054A1,Functional garments and methods thereof,"Provided herein in some embodiments is a resistance-training system including an upper-body garment having a first section of a single-layered construction and a second section of a multi-layered construction. The single-layered construction can include a first fabric layer. The multi-layered construction can include the first fabric layer, a second fabric layer, and a resistance-providing layer in-between the first fabric layer and the second fabric layer. The resistance-training system also includes a lower-body garment having the multi-layered construction, optionally with a different resistance-providing layer than the upper-body garment. The resistance-providing layer of the upper-body garment and the lower-body garment can be configured to provide resistance to one or more user movements for a user donning the resistance-training system.",provided embodiment resistancetraining system including upperbody garment first section singlelayered construction second section multilayered construction singlelayered construction include first fabric layer multilayered construction include first fabric layer second fabric layer resistanceproviding layer inbetween first fabric layer second fabric layer resistancetraining system includes lowerbody garment multilayered construction optionally different resistanceproviding layer upperbody garment resistanceproviding layer upperbody garment lowerbody garment configured provide resistance one user movement user donning resistancetraining system,"['G16H20/30', 'A61B5/02438']","['G16H', 'A61B']",17,0.2848933263885355,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2013080381A1,Combining Medical Binary Decision Diagrams for Size Optimization,"In particular embodiments, a method includes accessing a first binary decision diagram (BDD) representing a data stream from a first sensor and a second BDD representing a data stream from a second sensor, constructing a third BDD by performing an OR operation between the first and second BDDs, determining sizes of the first, second, and third BDDs, and if the third BDD is smaller than the sum of the first and second BDDs, then storing the third BDD, else storing the first and second BDDs.",particular embodiment method includes accessing first binary decision diagram bdd representing data stream first sensor second bdd representing data stream second sensor constructing third bdd performing operation first second bdds determining size first second third bdds third bdd smaller sum first second bdds storing third bdd else storing first second bdds,"['G16H40/67', 'G16Z99/00']","['G16H', 'G16Z']",17,0.28044860651590514,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2022076838A1,Acute kidney injury monitoring,"An example device includes memory and processing circuitry communicatively coupled to the memory. The processing circuitry is configured to determine a first baseline value of dissolved oxygen in a fluid and determine a second baseline value of a total oxygen output in the fluid. The processing circuitry is also configured to receive, from a first sensor, a first signal indicative of an amount of dissolved oxygen in the fluid and receive, from a second sensor, a second signal indicative of the output of the fluid. The processing circuitry is configured to determine a risk of developing acute kidney injury (AKI) based at least in part on the first baseline value, the second baseline value, the first signal, and the second signal.",example device includes memory processing circuitry communicatively coupled memory processing circuitry configured determine first baseline value dissolved oxygen fluid determine second baseline value total oxygen output fluid processing circuitry configured receive first sensor first signal indicative amount dissolved oxygen fluid receive second sensor second signal indicative output fluid processing circuitry configured determine risk developing acute kidney injury aki based part first baseline value second baseline value first signal second signal,"['G16H40/67', 'G16H40/67']","['G16H', 'G16H']",17,0.27549844255308215,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2019175077A1,Electronic Device and Method of Controlling Same,"A portable electronic device including: a plurality of sensors configured to generate, in response to a first contact with a body of a user in a vicinity of the portable electronic device, one or more first input signals; a microprocessor; and a memory having stored thereon instructions that, when executed by the microprocessor, control the microprocessor to execute, in response to an analysis of the one or more first input signals indicating that the first contact corresponds to a first gesture, and by the microprocessor, a first command corresponding to the first gesture.",portable electronic device including plurality sensor configured generate response first contact body user vicinity portable electronic device one first input signal microprocessor memory stored instruction executed microprocessor control microprocessor execute response analysis one first input signal indicating first contact corresponds first gesture microprocessor first command corresponding first gesture,"['A61B5/11', 'G16H50/20']","['A61B', 'G16H']",17,0.27446098736556424,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",G16H50/20,2,25.0
US2011179850A1,"Calibration method and operating method for a motion sensor, and motion sensor","A calibration method is provided for a motion sensor, in particular a pedometer, a first acceleration signal being measured as a function of an acceleration parallel to a first direction in a first calibration step, a second acceleration signal being measured as a function of an acceleration parallel to a second direction in a second calibration step, and an acceleration vector being ascertained from the angle between the first and the second acceleration signal in a third calibration step, and a phase angle between the acceleration vector and the first direction being determined in a fourth calibration step for determining a calibration signal.",calibration method provided motion sensor particular pedometer first acceleration signal measured function acceleration parallel first direction first calibration step second acceleration signal measured function acceleration parallel second direction second calibration step acceleration vector ascertained angle first second acceleration signal third calibration step phase angle acceleration vector first direction determined fourth calibration step determining calibration signal,"['G16H40/40', 'A61B2560/0223']","['G16H', 'A61B']",17,0.27081427772767114,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2017245782A1,Impairment detection with environmental considerations,"A method and system for monitoring impairment indicators. The method comprises, during a first time window, measuring a first movement signal related to movement of a person with a movement sensor associated with the person, and measuring a first environmental signal with an environmental sensor. The method further comprises electronically storing at least one numerical descriptor derived from the first movement signal and the first environmental signal as reference data for the person. The method further includes, during a second time window, measuring a second movement signal related to movement of the person with the movement sensor and measuring a second environmental signal with the environmental sensor; and comparing at least one numerical descriptor derived from the second movement signal and the second environmental signal to the reference data to identify an impairment indicator.",method system monitoring impairment indicator method comprises first time window measuring first movement signal related movement person movement sensor associated person measuring first environmental signal environmental sensor method comprises electronically storing one numerical descriptor derived first movement signal first environmental signal reference data person method includes second time window measuring second movement signal related movement person movement sensor measuring second environmental signal environmental sensor comparing one numerical descriptor derived second movement signal second environmental signal reference data identify impairment indicator,"['G16H20/30', 'A61B5/11']","['G16H', 'A61B']",17,0.268595323739403,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2017188841A1,System and method for detecting inflammation in a foot,"One variation of a method for detecting inflammation in a foot includes: accessing a first temperature measured through a left temperature sensor and a second temperature measured through a right temperature sensor at approximately a first time, the left temperature sensor arranged in a left sock and the right temperature sensor arranged in a right sock worn on the user&#39;s feet; calculating a baseline difference between the first and second temperatures based on confirmation of absence of inflammation in the user&#39;s left and right feet at the first time; accessing a third temperature measured through the left temperature sensor and a fourth temperature measured through the right temperature sensor at approximately a second time; and in response to a second temperature difference—between the third and fourth temperatures—differing from the baseline difference by more than a threshold difference, issuing an alarm through the user interface.",one variation method detecting inflammation foot includes accessing first temperature measured left temperature sensor second temperature measured right temperature sensor approximately first time left temperature sensor arranged left sock right temperature sensor arranged right sock worn user foot calculating baseline difference first second temperature based confirmation absence inflammation user left right foot first time accessing third temperature measured left temperature sensor fourth temperature measured right temperature sensor approximately second time response second temperature difference third fourth temperature differing baseline difference threshold difference issuing alarm user interface,"['A61B5/11', 'G16H50/20']","['A61B', 'G16H']",17,0.2680816798452838,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",G16H50/20,2,25.0
US2017332459A1,Presence Based Illumination and Analytics System,"Disclosed herein are systems, devices, and methods relating to presence based detection and analytics including detecting a first movement associated with a bed; based on the first movement, sending a first signal to turn on at least one light and sending a second signal indicative of the first movement; detecting a second movement associated with the bed; and based on the second movement, sending a third signal to turn off at least one light and sending a fourth signal indicative of the second movement.",disclosed system device method relating presence based detection analytics including detecting first movement associated bed based first movement sending first signal turn one light sending second signal indicative first movement detecting second movement associated bed based second movement sending third signal turn one light sending fourth signal indicative second movement,"['G16H10/60', 'G16H10/60']","['G16H', 'G16H']",17,0.26708454904477386,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2013248550A1,Apparatus for Dispensing Solid Pharmaceutical Articles,"An apparatus for dispensing solid pharmaceutical articles includes a housing, a drive mechanism and a sensor system. The housing defines a dispensing passage having a dispensing inlet and a dispensing outlet downstream of the dispensing inlet. The drive mechanism serves to force the articles along a path through the dispensing passage between the dispensing inlet and the dispensing outlet. The sensor system includes first and second sensors operative to detect articles passing through the dispensing passage and a controller to receive and use detection signals from the first and second sensors to monitor dispensing performance of the apparatus. The first and second sensors are spaced apart along the dispensing channel such that the second sensor is located downstream of the first sensor.",apparatus dispensing solid pharmaceutical article includes housing drive mechanism sensor system housing defines dispensing passage dispensing inlet dispensing outlet downstream dispensing inlet drive mechanism serf force article along path dispensing passage dispensing inlet dispensing outlet sensor system includes first second sensor operative detect article passing dispensing passage controller receive detection signal first second sensor monitor dispensing performance apparatus first second sensor spaced apart along dispensing channel second sensor located downstream first sensor,"['G16H20/13', 'G07F9/026']","['G16H', 'G07F']",17,0.2669482923486385,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[17],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2021085236A1,System and method for calculation of an index of brain activity,"A system for calculating an indicator associated to a brain activity of a subject, the system including an acquisition module configured to acquire at least an epoch of electroencephalographic signal of a subject from a plurality of electrodes and a data processing module configured to carry out the steps of: calculating an average vector (VA) using as input of an autoencoder neural network (aNN) an electroencephalographic signals (ES) of a subject acquired from a plurality of electrodes; detecting (DET) the presence of at least a predefined pattern in the consecutive average values of the average vector (VA); and generating an indicator of brain activity (Idx) of the subject when detecting the predefined pattern.",system calculating indicator associated brain activity subject system including acquisition module configured acquire epoch electroencephalographic signal subject plurality electrode data processing module configured carry step calculating average vector va input autoencoder neural network ann electroencephalographic signal e subject acquired plurality electrode detecting det presence predefined pattern consecutive average value average vector va generating indicator brain activity idx subject detecting predefined pattern,"['A61B5/00', 'G16H50/70']","['A61B', 'G16H']",16,0.16336439209444828,US20230242998A1,"C12Q1/6883,C12Q2600/172,G16B25/20,G06N20/00,G,C,C12Q1/00,G16B20/10,C12Q2600/16,C12Q1/6876,G06N7/00,C12Q1/6886,G16B40/20,C12Q,G16H10/40,G16Z,C12Q2539/00,G16B25/00,C12Q1/68,G16B20/20,C12,G16B20/00,G16H,G16Z99/00,G16,G06N7/01,C12Q1/6806,C12Q2600/158,G16H50/20,G16B,C12Q2539/10,G06N,G16B40/00,G16H10/00,C12Q2600/00,C12Q1/6869,G16H50/00,G16B15/00,G06,C12Q2600/156","The invention provides methods, systems, and computer readable medium for detecting ploidy of chromosome segments or entire chromosomes, for detecting single nucleotide variants and for detecting both ploidy of chromosome segments and single nucleotide variants. In some aspects, the invention provides methods, systems, and computer readable medium for detecting cancer or a chromosomal abnormality in a gestating fetus.",[16],"G16H10/40,G16H,G16H50/20,G16H10/00,G16H50/00",,2,25.0
US2021085236A1,System and method for calculation of an index of brain activity,"A system for calculating an indicator associated to a brain activity of a subject, the system including an acquisition module configured to acquire at least an epoch of electroencephalographic signal of a subject from a plurality of electrodes and a data processing module configured to carry out the steps of: calculating an average vector (VA) using as input of an autoencoder neural network (aNN) an electroencephalographic signals (ES) of a subject acquired from a plurality of electrodes; detecting (DET) the presence of at least a predefined pattern in the consecutive average values of the average vector (VA); and generating an indicator of brain activity (Idx) of the subject when detecting the predefined pattern.",system calculating indicator associated brain activity subject system including acquisition module configured acquire epoch electroencephalographic signal subject plurality electrode data processing module configured carry step calculating average vector va input autoencoder neural network ann electroencephalographic signal e subject acquired plurality electrode detecting det presence predefined pattern consecutive average value average vector va generating indicator brain activity idx subject detecting predefined pattern,"['A61B5/00', 'G16H50/70']","['A61B', 'G16H']",16,0.16336439209444828,US20230190412A1,"B33,A61C7/10,A61,B44C1/22,A61C19/06,G06Q30/0641,B33Y10/00,B33Y30/00,B44C,B,B44C1/228,G,A61C7/002,B23K26/00,A44C,A61C7/00,A61C7/08,G06Q30/0621,A61C13/0003,B29C64/386,G06Q30/0643,B33Y50/00,B44C1/00,B33Y,B29C,G06Q30/0601,B29C64/30,B23K26/362,G06Q,A61C19/063,A44,B44,G06Q30/06,A,B44C1/227,G16H20/00,A61C2201/007,G16H,A44C15/007,A61C13/00,A61C2201/00,G16,B23,A44C15/0045,A61C13/0013,G16H20/40,B23K26/36,A61C13/0019,B29,B33Y80/00,A61C13/0006,A61C,B23K,G06Q30/00,A44C15/00,A61C19/00,B29C64/00,A61C19/066,G06","Systems, methods, and devices for producing appliances for expansion of the arch of a patient are provided. An arch expanding appliance comprises a force generating portion to apply an arch expansion force and a retention portion to hold the force generating portion on the teeth. The retention portion comprises a flexible portion and a stiff portion. The force generating portion applies a force to move teeth associated with the flexible portion, while the stiff portion resists movement of its associated teeth. The orthodontic appliances can be designed according to the specifications provided herein and manufactured using direct fabrication methods.",[16],"G16H20/00,G16H,G16H20/40",,0,
US2021327572A1,Systems and methods for managing and updating contextual intelligent processes using artificial intelligence algorithms,"In some instances, the disclosure provides a method for managing and updating contextual intelligent processes using artificial intelligence algorithms The method comprises obtaining, from a user device, health information indicating a health triggering event associated with a user, obtaining event information associated with the user, determining, based on the health triggering event, one or more contextual intelligent processes for the health triggering event, retrieving one or more contextual artificial intelligence datasets, updating the one or more contextual intelligent processes with at least one new service based on inputting the health triggering event, the event information, and the one or more contextual intelligent processes into the one or more contextual artificial intelligence datasets, and performing the one or more updated contextual intelligent processes.",instance disclosure provides method managing updating contextual intelligent process artificial intelligence algorithm method comprises obtaining user device health information indicating health triggering event associated user obtaining event information associated user determining based health triggering event one contextual intelligent process health triggering event retrieving one contextual artificial intelligence datasets updating one contextual intelligent process one new service based inputting health triggering event event information one contextual intelligent process one contextual artificial intelligence datasets performing one updated contextual intelligent process,"['G16H40/67', 'G06N3/08']","['G16H', 'G06N']",26,1.0,US20230190412A1,"B33,A61C7/10,A61,B44C1/22,A61C19/06,G06Q30/0641,B33Y10/00,B33Y30/00,B44C,B,B44C1/228,G,A61C7/002,B23K26/00,A44C,A61C7/00,A61C7/08,G06Q30/0621,A61C13/0003,B29C64/386,G06Q30/0643,B33Y50/00,B44C1/00,B33Y,B29C,G06Q30/0601,B29C64/30,B23K26/362,G06Q,A61C19/063,A44,B44,G06Q30/06,A,B44C1/227,G16H20/00,A61C2201/007,G16H,A44C15/007,A61C13/00,A61C2201/00,G16,B23,A44C15/0045,A61C13/0013,G16H20/40,B23K26/36,A61C13/0019,B29,B33Y80/00,A61C13/0006,A61C,B23K,G06Q30/00,A44C15/00,A61C19/00,B29C64/00,A61C19/066,G06","Systems, methods, and devices for producing appliances for expansion of the arch of a patient are provided. An arch expanding appliance comprises a force generating portion to apply an arch expansion force and a retention portion to hold the force generating portion on the teeth. The retention portion comprises a flexible portion and a stiff portion. The force generating portion applies a force to move teeth associated with the flexible portion, while the stiff portion resists movement of its associated teeth. The orthodontic appliances can be designed according to the specifications provided herein and manufactured using direct fabrication methods.",[26],"G16H20/00,G16H,G16H20/40",,0,
US2009192818A1,Systems and method for continuous health monitoring,"A system for continuous health monitoring includes a computer system including a locking mechanism configured to allow multiple health point checks to be accessed simultaneously, a plurality of component health point checks configured to monitor at least one component of the system and configured to store health monitoring statistics in the computer system, and a scheduler configured to periodically enable the plurality of component health point checks based on one of a user request and a predefined amount of time.",system continuous health monitoring includes computer system including locking mechanism configured allow multiple health point check accessed simultaneously plurality component health point check configured monitor one component system configured store health monitoring statistic computer system scheduler configured periodically enable plurality component health point check based one user request predefined amount time,"['G16H40/63', 'G16H40/63']","['G16H', 'G16H']",26,1.0,US20230190412A1,"B33,A61C7/10,A61,B44C1/22,A61C19/06,G06Q30/0641,B33Y10/00,B33Y30/00,B44C,B,B44C1/228,G,A61C7/002,B23K26/00,A44C,A61C7/00,A61C7/08,G06Q30/0621,A61C13/0003,B29C64/386,G06Q30/0643,B33Y50/00,B44C1/00,B33Y,B29C,G06Q30/0601,B29C64/30,B23K26/362,G06Q,A61C19/063,A44,B44,G06Q30/06,A,B44C1/227,G16H20/00,A61C2201/007,G16H,A44C15/007,A61C13/00,A61C2201/00,G16,B23,A44C15/0045,A61C13/0013,G16H20/40,B23K26/36,A61C13/0019,B29,B33Y80/00,A61C13/0006,A61C,B23K,G06Q30/00,A44C15/00,A61C19/00,B29C64/00,A61C19/066,G06","Systems, methods, and devices for producing appliances for expansion of the arch of a patient are provided. An arch expanding appliance comprises a force generating portion to apply an arch expansion force and a retention portion to hold the force generating portion on the teeth. The retention portion comprises a flexible portion and a stiff portion. The force generating portion applies a force to move teeth associated with the flexible portion, while the stiff portion resists movement of its associated teeth. The orthodontic appliances can be designed according to the specifications provided herein and manufactured using direct fabrication methods.",[26],"G16H20/00,G16H,G16H20/40",,0,
US2007135690A1,Mobile communication device that provides health feedback,"A mobile communication device obtains health-related information associated with a user of the mobile communication device, determines whether a health goal has been reached based on the health-related information, provides negative feedback to the user when the health goal has not been reached, and provides positive feedback to the user when the health goal has been reached.",mobile communication device obtains healthrelated information associated user mobile communication device determines whether health goal reached based healthrelated information provides negative feedback user health goal reached provides positive feedback user health goal reached,"['G16H20/30', 'H04M1/72403']","['G16H', 'H04M']",26,1.0,US20230190412A1,"B33,A61C7/10,A61,B44C1/22,A61C19/06,G06Q30/0641,B33Y10/00,B33Y30/00,B44C,B,B44C1/228,G,A61C7/002,B23K26/00,A44C,A61C7/00,A61C7/08,G06Q30/0621,A61C13/0003,B29C64/386,G06Q30/0643,B33Y50/00,B44C1/00,B33Y,B29C,G06Q30/0601,B29C64/30,B23K26/362,G06Q,A61C19/063,A44,B44,G06Q30/06,A,B44C1/227,G16H20/00,A61C2201/007,G16H,A44C15/007,A61C13/00,A61C2201/00,G16,B23,A44C15/0045,A61C13/0013,G16H20/40,B23K26/36,A61C13/0019,B29,B33Y80/00,A61C13/0006,A61C,B23K,G06Q30/00,A44C15/00,A61C19/00,B29C64/00,A61C19/066,G06","Systems, methods, and devices for producing appliances for expansion of the arch of a patient are provided. An arch expanding appliance comprises a force generating portion to apply an arch expansion force and a retention portion to hold the force generating portion on the teeth. The retention portion comprises a flexible portion and a stiff portion. The force generating portion applies a force to move teeth associated with the flexible portion, while the stiff portion resists movement of its associated teeth. The orthodontic appliances can be designed according to the specifications provided herein and manufactured using direct fabrication methods.",[26],"G16H20/00,G16H,G16H20/40",,0,
US2013138458A1,Mobile platform for personal health records,"A method for managing health records on a mobile device. The method includes providing a mobile application stored on a machine readable storage medium on the mobile device and executing the mobile application on the mobile device to provide for (a) accessing health records using the mobile device, (b) receiving health records at the device, and (c) creating health records using the device.",method managing health record mobile device method includes providing mobile application stored machine readable storage medium mobile device executing mobile application mobile device provide accessing health record mobile device b receiving health record device c creating health record device,"['G16H10/60', 'G16H10/65']","['G16H', 'G16H']",26,1.0,US20230190412A1,"B33,A61C7/10,A61,B44C1/22,A61C19/06,G06Q30/0641,B33Y10/00,B33Y30/00,B44C,B,B44C1/228,G,A61C7/002,B23K26/00,A44C,A61C7/00,A61C7/08,G06Q30/0621,A61C13/0003,B29C64/386,G06Q30/0643,B33Y50/00,B44C1/00,B33Y,B29C,G06Q30/0601,B29C64/30,B23K26/362,G06Q,A61C19/063,A44,B44,G06Q30/06,A,B44C1/227,G16H20/00,A61C2201/007,G16H,A44C15/007,A61C13/00,A61C2201/00,G16,B23,A44C15/0045,A61C13/0013,G16H20/40,B23K26/36,A61C13/0019,B29,B33Y80/00,A61C13/0006,A61C,B23K,G06Q30/00,A44C15/00,A61C19/00,B29C64/00,A61C19/066,G06","Systems, methods, and devices for producing appliances for expansion of the arch of a patient are provided. An arch expanding appliance comprises a force generating portion to apply an arch expansion force and a retention portion to hold the force generating portion on the teeth. The retention portion comprises a flexible portion and a stiff portion. The force generating portion applies a force to move teeth associated with the flexible portion, while the stiff portion resists movement of its associated teeth. The orthodontic appliances can be designed according to the specifications provided herein and manufactured using direct fabrication methods.",[26],"G16H20/00,G16H,G16H20/40",,0,
