publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2013165195A1,Competitive Race System,"In general, the methods and exercise systems disclosed herein help to ensure a more fair competition in a race between two or more individuals or a race between a single individual and a previous performance by that individual. A competition equalization device, which may be worn on any part of a body of an individual competing in a race, can receive data concerning one or more conditions that may affect the performance of an individual in a competition. This data may be sent to a processing unit, which may analyze the data from two or more competition equalization devices and determine whether a competitive advantage or disadvantage exists for any participant in the competition. If a competitive advantage or disadvantage is found, the processing unit may determine an appropriate remedy.",general method exercise system disclosed help ensure fair competition race two individual race single individual previous performance individual competition equalization device worn part body individual competing race receive data concerning one condition affect performance individual competition data sent processing unit analyze data two competition equalization device determine whether competitive advantage disadvantage exists participant competition competitive advantage disadvantage processing unit determine appropriate remedy,"['G16H20/30', 'A63B2220/75']","['G16H', 'A63B']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2019214152A1,Methods and Systems for Providing an Interactive Discussion Platform for Scientific Research,"Provided are computer implemented methods and systems for providing an interactive discussion platform for a scientific research article. According to an example method for providing an interactive discussion platform for a scientific research article, the scientific research article can be received and presented. At least one public medium associated with the scientific research article can be created. An entry related to the scientific research article can be received via the public medium. The entry can include an audio, a video, and a text. Data from the scientific research article and at least one entry can be extracted and analyzed.",provided computer implemented method system providing interactive discussion platform scientific research article according example method providing interactive discussion platform scientific research article scientific research article received presented one public medium associated scientific research article created entry related scientific research article received public medium entry include audio video text data scientific research article one entry extracted analyzed,"['G06Q50/00', 'G16H80/00']","['G06Q', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2013144635A1,Providing surveys to care providers,"Systems, methods, apparatus, and computer program products are provided for providing surveys to care providers. In one embodiment, health-related data can be used to trigger generating and providing surveys regarding medications and products to care providers.",system method apparatus computer program product provided providing survey care provider one embodiment healthrelated data trigger generating providing survey regarding medication product care provider,"['G16H10/20', 'G16H10/20']","['G16H', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2013124220A1,Managing services with assignment settings,"A method of assigning tasks to members of an organization includes receiving a selection of an assignment setting for each of at least one of one or more groups of members of the organization, wherein the assignment setting selection at least partially determines how tasks are to be assigned to members of the at least one group, receiving one or more requests for a task to be performed by one or more of the members of one or more of the groups, and assigning at least one of the requests to at least one of the members of at least one of the groups based at least in part on the assignment setting for the member&#39;s group.",method assigning task member organization includes receiving selection assignment setting one one group member organization wherein assignment setting selection partially determines task assigned member one group receiving one request task performed one member one group assigning one request one member one group based part assignment setting member group,"['G06Q50/22', 'G16H40/67']","['G06Q', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",G16H40/67,29,1.0
US2012323550A1,System and method for system integration test (sit) planning,"A method is implemented in a computer infrastructure having computer executable code tangibly embodied on a computer readable storage medium having programming instructions. The programming instructions are operable to receive a system architecture model of a system and receive trigger coverage rules. Additionally, the programming instructions are operable to determine system integration test (SIT) coverage for each connection and interface of the system architecture model and select a set of use cases execution scenarios to satisfy the SIT coverage.",method implemented computer infrastructure computer executable code tangibly embodied computer readable storage medium programming instruction programming instruction operable receive system architecture model system receive trigger coverage rule additionally programming instruction operable determine system integration test sit coverage connection interface system architecture model select set case execution scenario satisfy sit coverage,"['G06F9/45', 'G16H50/30']","['G06F', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2012278144A1,Imaging apparatus electronic assistant,"A method includes presenting, via a display ( 118 ) of an imaging apparatus ( 100 ), information for a person interacting with the imaging apparatus. A system includes an imaging apparatus ( 100 ) with a patient examination region ( 106 ) and a display ( 118 ) for presenting information, a console ( 116 ) that controls an operation of the imaging apparatus ( 101 ), and an electronic assistant ( 120 ) that selects one or more programs from pre-recorded electronic media ( 210 ) stored in an electronic media library ( 208 ), wherein the one or more programs are presented via the display ( 118 ).",method includes presenting display imaging apparatus information person interacting imaging apparatus system includes imaging apparatus patient examination region display presenting information console control operation imaging apparatus electronic assistant selects one program prerecorded electronic medium stored electronic medium library wherein one program presented display,"['G16H30/20', 'G16H40/63']","['G16H', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",G16H40/63,29,1.0
US2012232914A1,Marketplace for market information,"Apparatus, systems, and methods may operate to receive raw provider data in machine-readable form, where the raw provider data is associated with and provided by data contributors according to incentives made available to the data contributors. Additional activity may include filtering the raw provider data to provide filtered provider data, verifying that data taken from the filtered provider data meets a predefined level of trustworthiness, transforming at least some of the trustworthy data by formatting the data as is, or in summary analysis form according to one of multiple reporting formats to provide formatted data, and publishing the formatted data to at least one subscriber. Additional apparatus, systems, and methods are disclosed.",apparatus system method operate receive raw provider data machinereadable form raw provider data associated provided data contributor according incentive available data contributor additional activity include filtering raw provider data provide filtered provider data verifying data taken filtered provider data meet predefined level trustworthiness transforming trustworthy data formatting data summary analysis form according one multiple reporting format provide formatted data publishing formatted data one subscriber additional apparatus system method disclosed,"['G06F21/00', 'G16H50/80']","['G06F', 'G16H']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2021365876A1,"Systems, methods, and apparatuses for implementing machine learning model training and deployment for predictive inventory purchasing database","In one aspect, a computerized method for implementing machine learning model training and deployment for predictive inventory purchasing database includes the step of providing a predictive inventory purchasing database. The method includes providing a machine-learning platform coupled with the predictive inventory purchasing database. The method includes retrieving a set of training data as input to the machine learning platform. The method includes based on the set of training data, generating a predictive inventory purchasing model with the machine learning platform. The method includes using the predictive inventory purchasing model to automatically implement inventory purchasing.",one aspect computerized method implementing machine learning model training deployment predictive inventory purchasing database includes step providing predictive inventory purchasing database method includes providing machinelearning platform coupled predictive inventory purchasing database method includes retrieving set training data input machine learning platform method includes based set training data generating predictive inventory purchasing model machine learning platform method includes predictive inventory purchasing model automatically implement inventory purchasing,"['G16H20/13', 'G06N5/01']","['G16H', 'G06N']",27,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[27],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",,29,1.0
US2021386371A1,Hemodynamic parameter analysis apparatus,A hemodynamic parameter analysis apparatus includes an acquisition unit and a hemodynamic parameter analysis unit. The acquisition unit configured to acquire venous pressure and cardiac output that are calculated based on physiological information of a subject. The hemodynamic parameter analysis unit configured to analyze hemodynamic parameters of the subject based on the venous pressure and the cardiac output that are acquired by the acquisition unit.,hemodynamic parameter analysis apparatus includes acquisition unit hemodynamic parameter analysis unit acquisition unit configured acquire venous pressure cardiac output calculated based physiological information subject hemodynamic parameter analysis unit configured analyze hemodynamic parameter subject based venous pressure cardiac output acquired acquisition unit,"['A61B5/021', 'G16H15/00']","['A61B', 'G16H']",23,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[23],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",G16H15/00,29,1.0
US2008161700A1,Inter-relation between within-patient decompensation detection algorithm and between-patient stratifier to manage hf patients in a more efficient manner,"This document discusses, among other things, systems and methods for using one or more inter-relations between within-patient detection methods and between-patient stratifier methods. A method comprises obtaining results of a first physiological assessment, wherein the first physiological assessment includes a between-patient assessment; and using the results to adjust one or more parameters of a second physiological assessment, wherein the second physiological assessment includes a within-patient assessment.",document discus thing system method one interrelation withinpatient detection method betweenpatient stratifier method method comprises obtaining result first physiological assessment wherein first physiological assessment includes betweenpatient assessment result adjust one parameter second physiological assessment wherein second physiological assessment includes withinpatient assessment,"['A61B5/02', 'G16H40/60']","['A61B', 'G16H']",23,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[23],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",G16H40/60,29,1.0
US2018263558A1,A physiological monitoring kit with usb drive,"Systems and methods for monitoring a patient with a specific condition by using a kit with monitoring devices and a corresponding memory device for the specific condition. The system comprises a health monitor, and a plurality of monitoring devices for acquiring patient health data. The kit further comprises one or more monitoring devices—such as pulse oximeters, sphygmomanometers, thermometers, EEG and ECG leads, blood 5 glucose meters, and other health monitoring devices relating to the condition specific to the kit. Such a system may be useful as a means of identifying current patient condition and determining which steps to take in the emergency situation.",system method monitoring patient specific condition kit monitoring device corresponding memory device specific condition system comprises health monitor plurality monitoring device acquiring patient health data kit comprises one monitoring device pulse oximeter sphygmomanometer thermometer eeg ecg lead blood glucose meter health monitoring device relating condition specific kit system useful mean identifying current patient condition determining step take emergency situation,"['A61B5/021', 'G16H40/63']","['A61B', 'G16H']",23,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[23],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00",G16H40/63,29,1.0
US2022130522A1,Dose data management system and method,"A method and system are for providing dose data from a cloud-based dose management system in a local Intranet. The method includes receiving study data according to at least one selection criterion from an image archiving and communication system, within the local Intranet; uploading first dose data, including or indicating at least one respective unique study-identifying characteristic value, based upon the study data received, into a cloud-based dose management system; checking whether a trigger condition is present; downloading via the dose data provisioning module, upon the checking indicating a presence of the trigger condition, second dose data, including or indicating a respective unique study-identifying characteristic value, based upon the first dose data from the cloud-based dose management system; and providing the second dose data to a reporting system or another local apparatus within the local Intranet, either automatically or upon a provisioning condition being fulfilled.",method system providing dose data cloudbased dose management system local intranet method includes receiving study data according one selection criterion image archiving communication system local intranet uploading first dose data including indicating one respective unique studyidentifying characteristic value based study data received cloudbased dose management system checking whether trigger condition present downloading dose data provisioning module checking indicating presence trigger condition second dose data including indicating respective unique studyidentifying characteristic value based first dose data cloudbased dose management system providing second dose data reporting system local apparatus local intranet either automatically provisioning condition fulfilled,"['G16H40/20', 'G16H40/67']","['G16H', 'G16H']",23,1.0,US20230240530A1,"G16H50/70,A61,H04Q2209/70,H04Q2209/40,G,A61B5/14532,G16H40/00,A61B5/14546,H04L67/00,G16H40/60,H04Q9/00,A61B5/743,H,H04,Y02A,A61B5/746,A61B,G16H40/67,G16H40/20,A61B5/1486,H04L67/01,H04Q2209/00,H04L67/12,A61B5/0004,A61B5/0002,A61B5/02,G16H10/60,A61B5/742,A,A61B5/7235,G16H40/63,G16H15/00,G16H,G16H20/00,H04Q2209/10,Y02,G16,Y02A90/00,A61B5/0015,A61B5/7465,A61B5/7435,G16H50/20,Y02A90/10,A61B5/7282,G16H20/40,A61B5/72,A61B5/7264,A61B5/74,A61B5/00,A61B5/145,G16H10/00,A61B5/0024,H04Q,H04L,A61B5/7271,G16H50/00,A61B5/0022,Y,H04Q2209/50","Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",[23],"G16H50/70,G16H40/00,G16H40/60,G16H40/67,G16H40/20,G16H10/60,G16H40/63,G16H15/00,G16H,G16H20/00,G16H50/20,G16H20/40,G16H10/00,G16H50/00","G16H40/20,G16H40/67",29,1.0
