publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2019189254A1,"Method, device and system for verifying user health data","A method for verifying user health data comprising generating a user health data item by a user wearable device; hashing the user health data item using a cryptographic hashing function, to create a cryptographic hash block; recording the cryptographic hash block associated with a digital signature of the wearable device to a block of a digital block-chain; and transmitting the user health data item to a receiving device for verification.",method verifying user health data comprising generating user health data item user wearable device hashing user health data item cryptographic hashing function create cryptographic hash block recording cryptographic hash block associated digital signature wearable device block digital blockchain transmitting user health data item receiving device verification,"['H04L9/32', 'G16H80/00']","['H04L', 'G16H']",-1,0.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[-1],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2019185938A1,Dna methylation based predictor of mortality,A method for determining the epigenetic age acceleration of an individual comprising measuring a methylation level of a set of methylation markers in genomic DNA of an individual. An epigenetic age of the individual is determined based on the measured methylation level. An epigenetic age of the individual is further determined based on a methylation derived weighted average cell count of naive cytotoxic T cells and exhausted cytotoxic T cells in the individual. The determined epigenetic age is then compared to a chronological age of the individual to determine an epigenetic age acceleration of the individual. Instances wherein the epigenetic age is greater than the chronological age of the individual is an indication of an increased risk of all-cause mortality.,method determining epigenetic age acceleration individual comprising measuring methylation level set methylation marker genomic dna individual epigenetic age individual determined based measured methylation level epigenetic age individual determined based methylation derived weighted average cell count naive cytotoxic cell exhausted cytotoxic cell individual determined epigenetic age compared chronological age individual determine epigenetic age acceleration individual instance wherein epigenetic age greater chronological age individual indication increased risk allcause mortality,"['G16H50/30', 'C12Q1/6883']","['G16H', 'C12Q']",-1,0.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[-1],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",G16H50/30,16,1.0
US2013195329A1,Automatic registration of image pairs of medical image data sets,"In a method, device and storage medium encoded with programming instructions for automatic image registration of image data of a current medical image MR study and at least one reference study, corresponding image pairs of the current study and the reference study are formed automatically with an association machine without needing the analyze the respective image data or pixel data. The pair determination takes place exclusively on the basis of the DICOM header data. A synchronized image processing and/or presentation of the generated image pairs takes place at a monitor.",method device storage medium encoded programming instruction automatic image registration image data current medical image mr study one reference study corresponding image pair current study reference study formed automatically association machine analyze respective image data pixel data pair determination take place exclusively basis dicom header data synchronized image processing andor presentation generated image pair take place monitor,"['G16H30/20', 'G06F18/24']","['G16H', 'G06F']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2014282091A1,Collaborative Review and Approval of Medical Device Data Sets,"A collaborative review of a data set can be initiated that specifies a plurality of user-modifiable configuration settings for a medical device. Thereafter, first user-generated input can be received via a graphical user interface that selects at least one recipient entity to review the data set. Second user-generated input can be received that identifies an area of the data set to be reviewed by the at least one recipient entity. Data can then be transmitted to the at least one recipient entity that includes the identified area of the data set or a pointer to the identified area of the data set. Related apparatus, systems, techniques and articles are also described.",collaborative review data set initiated specifies plurality usermodifiable configuration setting medical device first usergenerated input received graphical user interface selects one recipient entity review data set second usergenerated input received identifies area data set reviewed one recipient entity data transmitted one recipient entity includes identified area data set pointer identified area data set related apparatus system technique article described,"['G16H20/17', 'G16H80/00']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009150174A1,Healthcare management system having improved printing of display screen information,A healthcare management system generates stylized reports of the physiological information from a display portion of the user interface using a pre-formatted report structure for each of a plurality of different display screens.,healthcare management system generates stylized report physiological information display portion user interface preformatted report structure plurality different display screen,"['G16H10/60', 'G16H20/17']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009150182A1,Disease and case management system,"Disclosed herein is a computer implemented method and system that addresses the need for an online disease based and case based management of medical care. An online disease and case management system is provided. The information of the patients is retrieved from multiple information sources. The patient information is used to identify one of a disease condition in a patient population and a patient with a disease condition. Further, the patients are enrolled. The enrolled patients are educated about the disease condition for self monitoring of the disease condition. The status of the self monitored disease condition is recorded in a disease log. Visits to a provider are scheduled for medical treatment of the enrolled patients. The enrolled patients are monitored for medical progress based on the medical treatment provided. Further, the disease and case management of medical care are evaluated and reported based on clinical and financial outcomes.",disclosed computer implemented method system address online disease based case based management medical care online disease case management system provided information patient retrieved multiple information source patient information identify one disease condition patient population patient disease condition patient enrolled enrolled patient educated disease condition self monitoring disease condition status self monitored disease condition recorded disease log visit provider scheduled medical treatment enrolled patient enrolled patient monitored medical progress based medical treatment provided disease case management medical care evaluated reported based clinical financial outcome,"['G16H10/60', 'G16H10/60']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009146950A1,"Method and system of visualisation, processing, and integrated analysis of medical images","The present invention concerns a method and a system for the management of a station of visualisation, processing and analysis of images based on not manuals commands, particularly optical and vocal, and able to provide a feedback to the user to direct the further exploration of the medical images.",present invention concern method system management station visualisation processing analysis image based manual command particularly optical vocal able provide feedback user direct exploration medical image,"['G16H30/40', 'G16Z99/00']","['G16H', 'G16Z']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009150183A1,Linking to clinical decision support,"Computer-implemented methods, systems and computer-storage media that provide a link to a clinical decision support event interface are described. Clinical information for a patient is received and compared against one or more rules associated with a clinical decision support even. It is determined whether at least one of the rules associated with the clinical decision support event have been satisfied based on the clinical information. A clinical decision support event user interface is generated for presentation utilizing the clinical information for the patient. The user interface includes at least a portion of the clinical information for the patient and clinical advice based on the clinical information for the patient. A link to the user interface is displayed to a user.",computerimplemented method system computerstorage medium provide link clinical decision support event interface described clinical information patient received compared one rule associated clinical decision support even determined whether one rule associated clinical decision support event satisfied based clinical information clinical decision support event user interface generated presentation utilizing clinical information patient user interface includes portion clinical information patient clinical advice based clinical information patient link user interface displayed user,"['G06Q90/00', 'G16H40/67']","['G06Q', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",G16H40/67,16,1.0
US2009150181A1,Method and system for personal medical data database merging,"A method and system for merging databases containing medical, patient and/or healthcare, information is provided, which may be utilized to merge a source database containing medical information into a new or existing destination database. The method may include the steps of identifying a source database containing medical information, identifying a destination database for the receipt of the medical information from the source database, selecting rules for governing the migration of medical information into the destination database, and migrating the medical information from the source database to the destination database. In one exemplary embodiment, the medical information is a plurality of individual patient&#39;s medical records. In another exemplary embodiment, the medical information is a plurality of healthcare provider records.",method system merging database containing medical patient andor healthcare information provided utilized merge source database containing medical information new existing destination database method include step identifying source database containing medical information identifying destination database receipt medical information source database selecting rule governing migration medical information destination database migrating medical information source database destination database one exemplary embodiment medical information plurality individual patient medical record exemplary embodiment medical information plurality healthcare provider record,"['G16H10/60', 'G16H70/60']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009144090A1,Method and device for documenting medical data,"A method for documenting medical data in which the data captured by at least one data entry device from an operating room are stored in a storage medium wherein storage is activated only by the presence in the operating room of a patient who is to be operated on. A device for documenting medical data includes at least one data reception device for entering data from at least one data source, at least one visual display unit for showing data for a user, and at least one entry device for entering data and/or instructions by the user, wherein the storage device includes a data memory that is configured for automatic erasing and/or overwriting of stored data after a predetermined period.",method documenting medical data data captured one data entry device operating room stored storage medium wherein storage activated presence operating room patient operated device documenting medical data includes one data reception device entering data one data source one visual display unit data user one entry device entering data andor instruction user wherein storage device includes data memory configured automatic erasing andor overwriting stored data predetermined period,"['G16H10/60', 'G16H40/20']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009138287A1,"System and method for assigning, recording and monitoring MS-DRG codes in a patient treatment facility","A computer controlled system and method for assigning, recording and managing the additions to MS-DRG codes to patient administrative records in a patient treatment facility includes a coding information recording function and a coding communication tracking function. The coding information recording function both stores and facilitates communication between a patient administrative record coder and an attending physician to assure the timely assignment of an accurate attending physician approved MS-DRG code to a patient administrative record. The coding communication tracking function enables the coder, the attending physician and the management of the health care facility to monitor the status of communication between the coder and the attending physician regarding the assignment of an MS-DRG code to a patient administrative record.",computer controlled system method assigning recording managing addition msdrg code patient administrative record patient treatment facility includes coding information recording function coding communication tracking function coding information recording function store facilitates communication patient administrative record coder attending physician assure timely assignment accurate attending physician approved msdrg code patient administrative record coding communication tracking function enables coder attending physician management health care facility monitor status communication coder attending physician regarding assignment msdrg code patient administrative record,"['G16H40/20', 'G16H10/60']","['G16H', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2009135201A1,Device and method for adapting medical images for representation on a large display,The present embodiments relate to an adaptation device and a method for representing a plurality of images on a large display. The adaptation device has a plurality of inputs for different types of medical image and is embodied for compiling an overall image from at least two different types of image in accordance with control information. In addition an output is provided for transmission of the overall image to the large display for the purposes of representation. The representation is adapted by the adaptation device for display on the large display in accordance with the control information. An advantage of the present embodiments may be that the representation of medical images on a large display can be adapted for a better visual impression.,present embodiment relate adaptation device method representing plurality image large display adaptation device plurality input different type medical image embodied compiling overall image two different type image accordance control information addition output provided transmission overall image large display purpose representation representation adapted adaptation device display large display accordance control information advantage present embodiment representation medical image large display adapted better visual impression,"['G06F19/00', 'G16H30/40']","['G06F', 'G16H']",0,1.0,US20230162862A1,"G16H50/70,A61B5/4842,A61,A61B5/4094,G,A61B5/0531,A61B5/01,A61B5/16,A61B5/02055,G16H40/00,A61B5/05,G16H40/60,A61B5/053,A61B5/24,A61B5/4035,G16H50/30,A61B5/746,A61B,A61B5/165,A61B5/316,A61B5/4029,G16H40/67,A61B5/389,A61B5/42,A61B5/48,G16Z,A61B5/02,A61B5/7235,A,A61B5/103,G16Z99/00,G16H,G16,A61B5/4076,A61B5/40,G16H50/20,A61B5/08,A61B5/7282,A61B5/72,A61B5/7275,A61B5/00,A61B5/74,A61B5/7246,A61B5/7271,G16H50/00,A61B5/0205,A61B5/11","Methods, systems, and apparatus for assessing a state of an epilepsy disease or a comorbidity thereof are provided. The methods comprise receiving at least one autonomic index, neurologic index, stress marker index, psychiatric index, endocrine index, adverse effect of therapy index, physical fitness index, or quality of life index of a patient; comparing the at least one index to at least one reference value; and assessing a state of an epilepsy disease or a body system of the patient based on the comparison. A computer readable program storage device encoded with instructions that, when executed by a computer, perform the method described above is also provided. A medical device system capable of implementing the method described above is also provided.",[0],"G16H50/70,G16H40/00,G16H40/60,G16H50/30,G16H40/67,G16H,G16H50/20,G16H50/00",,16,1.0
US2020107915A1,Molar trimming prediction and validation using machine learning,"Provided herein are systems and methods for determining if a 3D tooth model requires trimming or removal of incomplete or missing data (e.g., gingiva covering a portion of a tooth such as a molar). A patient&#39;s dentition may be scanned and/or segmented. Raw dental features, principal component analysis (PCA) features, and/or other features may be extracted and compared to those of other teeth, such as those obtained through automated machine learning systems. A classifier can identify and/or output probability that the 3D tooth model requires trimming. Trimming of the 3D tooth model can be implemented without human intervention.",provided system method determining tooth model requires trimming removal incomplete missing data eg gingiva covering portion tooth molar patient dentition scanned andor segmented raw dental feature principal component analysis pca feature andor feature extracted compared teeth obtained automated machine learning system classifier identify andor output probability tooth model requires trimming trimming tooth model implemented human intervention,"['A61C13/34', 'G16H50/50']","['A61C', 'G16H']",15,1.0,US20230157789A1,"A,G16Z99/00,A61,A61C,G16H,G16Z,G16,G,A61C7/002,G16H50/00,G16H50/50,A61C7/00","Method and system for detecting and correcting deviation during an orthodontic treatment plan is provided. The method includes the steps of receiving an un-segmented current teeth image representing a patient's teeth after an orthodontic treatment plan has begun and before the plan ends for the patient; matching a previously segmented teeth model with the current teeth image; and generating at least one corrective stage to define an intermediate tooth arrangement, wherein the at least one corrective stage repositions a digital teeth image so that a prescribed tooth arrangement of the previously segmented teeth model can be used.",[15],"G16H,G16H50/00,G16H50/50",G16H50/50,5,1.0
US2021375159A1,Kit and Method for Home Use for Interproximal Reduction (IPR) Stripping of Teeth for Braces or Aligners,"An interproximal reduction (IPR) kit and method for using the same. The patient takes their own dental impression and submits it to a dental service provider for a treatment plan. A set of aligners based on the treatment plan are then delivered to the patient as part of a kit. The kit also includes a set of written instructions and/or a treatment diagram and a plurality of strips used to reduce the widths of specific spots of the patient&#39;s teeth according to the treatment plan. The patient follows the reapproximation instructions or is instructed to go to a website for supervision for the performance of the reapproximation process. After sufficient instruction, the patient applies the plurality of strips to the correct spots between their teeth. Once reapproximation is complete, the patient is ready to begin wearing the aligners as dictated by the treatment plan.",interproximal reduction ipr kit method patient take dental impression submits dental service provider treatment plan set aligners based treatment plan delivered patient part kit kit includes set written instruction andor treatment diagram plurality strip reduce width specific spot patient teeth according treatment plan patient follows reapproximation instruction instructed go website supervision performance reapproximation process sufficient instruction patient applies plurality strip correct spot teeth reapproximation complete patient ready wearing aligners dictated treatment plan,"['G09B23/28', 'G16H20/40']","['G09B', 'G16H']",15,1.0,US20230157789A1,"A,G16Z99/00,A61,A61C,G16H,G16Z,G16,G,A61C7/002,G16H50/00,G16H50/50,A61C7/00","Method and system for detecting and correcting deviation during an orthodontic treatment plan is provided. The method includes the steps of receiving an un-segmented current teeth image representing a patient's teeth after an orthodontic treatment plan has begun and before the plan ends for the patient; matching a previously segmented teeth model with the current teeth image; and generating at least one corrective stage to define an intermediate tooth arrangement, wherein the at least one corrective stage repositions a digital teeth image so that a prescribed tooth arrangement of the previously segmented teeth model can be used.",[15],"G16H,G16H50/00,G16H50/50",,5,1.0
US2007238064A1,Automatic adjustment of an orthodontic bracket to a desired mesio-distal position within a three-dimensional (3d) environment,"A system automatically adjusts an orthodontic bracket to a desired mesio-distal position on a tooth within a 3D environment. The system allows a practitioner to specify a desired mesio-distal position at which to place the bracket on the tooth. The practitioner may choose the desired mesio-distal position from a standardized set of mesio-distal positions or may create a customized mesio-distal position to meet a patient&#39;s particular needs. Based on the desired mesio-distal position, the system automatically adjusts the placement of the orthodontic bracket to the desired mesio-distal position on the tooth within the 3D environment. The system then generates a visual representation of the resulting bracket placement within the 3D environment.",system automatically adjusts orthodontic bracket desired mesiodistal position tooth environment system allows practitioner specify desired mesiodistal position place bracket tooth practitioner choose desired mesiodistal position standardized set mesiodistal position create customized mesiodistal position meet patient particular based desired mesiodistal position system automatically adjusts placement orthodontic bracket desired mesiodistal position tooth environment system generates visual representation resulting bracket placement environment,"['G16H50/50', 'A61C7/146']","['G16H', 'A61C']",15,1.0,US20230157789A1,"A,G16Z99/00,A61,A61C,G16H,G16Z,G16,G,A61C7/002,G16H50/00,G16H50/50,A61C7/00","Method and system for detecting and correcting deviation during an orthodontic treatment plan is provided. The method includes the steps of receiving an un-segmented current teeth image representing a patient's teeth after an orthodontic treatment plan has begun and before the plan ends for the patient; matching a previously segmented teeth model with the current teeth image; and generating at least one corrective stage to define an intermediate tooth arrangement, wherein the at least one corrective stage repositions a digital teeth image so that a prescribed tooth arrangement of the previously segmented teeth model can be used.",[15],"G16H,G16H50/00,G16H50/50",G16H50/50,5,1.0
